REF_AREA,Measure,OBS_VALUE,TIME_PERIOD
UGA,Death rate from diabetes (age standardized),41.81,2012
UGA,Death rate from diabetes (age standardized),42.05,2013
UGA,Death rate from diabetes (age standardized),41.91,2014
UGA,Death rate from diabetes (age standardized),41.63,2015
UGA,Death rate from diabetes (age standardized),41.47,2016
UGA,Death rate from diabetes (age standardized),41.01,2017
UGA,Death rate from diabetes (age standardized),41.42,2018
UGA,Death rate from diabetes (age standardized),41.47,2019
UKR,Death rate from diabetes (age standardized),4.45,1990
UKR,Death rate from diabetes (age standardized),4.88,1991
UKR,Death rate from diabetes (age standardized),5.3,1992
UKR,Death rate from diabetes (age standardized),5.7,1993
UKR,Death rate from diabetes (age standardized),6.09,1994
UKR,Death rate from diabetes (age standardized),6.49,1995
UKR,Death rate from diabetes (age standardized),6.21,1996
UKR,Death rate from diabetes (age standardized),5.78,1997
UKR,Death rate from diabetes (age standardized),5.29,1998
UKR,Death rate from diabetes (age standardized),5.3,1999
UKR,Death rate from diabetes (age standardized),5.28,2000
UKR,Death rate from diabetes (age standardized),5.03,2001
UKR,Death rate from diabetes (age standardized),4.95,2002
UKR,Death rate from diabetes (age standardized),4.81,2003
UKR,Death rate from diabetes (age standardized),4.81,2004
UKR,Death rate from diabetes (age standardized),4.8,2005
UKR,Death rate from diabetes (age standardized),4.53,2006
UKR,Death rate from diabetes (age standardized),4.6,2007
UKR,Death rate from diabetes (age standardized),4.53,2008
UKR,Death rate from diabetes (age standardized),3.99,2009
UKR,Death rate from diabetes (age standardized),3.79,2010
UKR,Death rate from diabetes (age standardized),3.58,2011
UKR,Death rate from diabetes (age standardized),3.53,2012
UKR,Death rate from diabetes (age standardized),3.47,2013
UKR,Death rate from diabetes (age standardized),3.29,2014
UKR,Death rate from diabetes (age standardized),4.01,2015
UKR,Death rate from diabetes (age standardized),3.95,2016
UKR,Death rate from diabetes (age standardized),3.98,2017
UKR,Death rate from diabetes (age standardized),4.04,2018
UKR,Death rate from diabetes (age standardized),4.05,2019
ARE,Death rate from diabetes (age standardized),78.65,1990
ARE,Death rate from diabetes (age standardized),79.92,1991
ARE,Death rate from diabetes (age standardized),80.92,1992
ARE,Death rate from diabetes (age standardized),82.0,1993
ARE,Death rate from diabetes (age standardized),86.94,1994
ARE,Death rate from diabetes (age standardized),87.3,1995
ARE,Death rate from diabetes (age standardized),88.36,1996
ARE,Death rate from diabetes (age standardized),89.14,1997
ARE,Death rate from diabetes (age standardized),88.35,1998
ARE,Death rate from diabetes (age standardized),88.12,1999
ARE,Death rate from diabetes (age standardized),90.58,2000
ARE,Death rate from diabetes (age standardized),91.01,2001
ARE,Death rate from diabetes (age standardized),91.54,2002
ARE,Death rate from diabetes (age standardized),96.92,2003
ARE,Death rate from diabetes (age standardized),106.78,2004
ARE,Death rate from diabetes (age standardized),108.83,2005
ARE,Death rate from diabetes (age standardized),106.44,2006
ARE,Death rate from diabetes (age standardized),102.79,2007
ARE,Death rate from diabetes (age standardized),98.07,2008
ARE,Death rate from diabetes (age standardized),94.98,2009
ARE,Death rate from diabetes (age standardized),91.15,2010
ARE,Death rate from diabetes (age standardized),87.5,2011
ARE,Death rate from diabetes (age standardized),84.02,2012
ARE,Death rate from diabetes (age standardized),77.11,2013
ARE,Death rate from diabetes (age standardized),62.31,2014
ARE,Death rate from diabetes (age standardized),60.96,2015
ARE,Death rate from diabetes (age standardized),59.47,2016
ARE,Death rate from diabetes (age standardized),58.43,2017
ARE,Death rate from diabetes (age standardized),57.75,2018
ARE,Death rate from diabetes (age standardized),57.16,2019
GBR,Death rate from diabetes (age standardized),8.44,1990
GBR,Death rate from diabetes (age standardized),8.33,1991
GBR,Death rate from diabetes (age standardized),8.13,1992
GBR,Death rate from diabetes (age standardized),7.84,1993
GBR,Death rate from diabetes (age standardized),7.48,1994
GBR,Death rate from diabetes (age standardized),7.35,1995
GBR,Death rate from diabetes (age standardized),7.13,1996
GBR,Death rate from diabetes (age standardized),6.92,1997
GBR,Death rate from diabetes (age standardized),6.83,1998
GBR,Death rate from diabetes (age standardized),6.78,1999
GBR,Death rate from diabetes (age standardized),6.55,2000
GBR,Death rate from diabetes (age standardized),6.42,2001
GBR,Death rate from diabetes (age standardized),6.36,2002
GBR,Death rate from diabetes (age standardized),6.24,2003
GBR,Death rate from diabetes (age standardized),5.92,2004
GBR,Death rate from diabetes (age standardized),5.68,2005
GBR,Death rate from diabetes (age standardized),5.47,2006
GBR,Death rate from diabetes (age standardized),5.27,2007
GBR,Death rate from diabetes (age standardized),5.13,2008
GBR,Death rate from diabetes (age standardized),4.88,2009
GBR,Death rate from diabetes (age standardized),4.74,2010
GBR,Death rate from diabetes (age standardized),4.6,2011
GBR,Death rate from diabetes (age standardized),4.58,2012
GBR,Death rate from diabetes (age standardized),4.58,2013
GBR,Death rate from diabetes (age standardized),4.51,2014
GBR,Death rate from diabetes (age standardized),4.56,2015
GBR,Death rate from diabetes (age standardized),4.56,2016
GBR,Death rate from diabetes (age standardized),4.54,2017
GBR,Death rate from diabetes (age standardized),4.62,2018
GBR,Death rate from diabetes (age standardized),4.62,2019
USA,Death rate from diabetes (age standardized),14.49,1990
USA,Death rate from diabetes (age standardized),14.81,1991
USA,Death rate from diabetes (age standardized),15.14,1992
USA,Death rate from diabetes (age standardized),15.89,1993
USA,Death rate from diabetes (age standardized),16.43,1994
USA,Death rate from diabetes (age standardized),16.97,1995
USA,Death rate from diabetes (age standardized),17.33,1996
USA,Death rate from diabetes (age standardized),17.61,1997
USA,Death rate from diabetes (age standardized),18.0,1998
USA,Death rate from diabetes (age standardized),18.55,1999
USA,Death rate from diabetes (age standardized),18.77,2000
USA,Death rate from diabetes (age standardized),18.96,2001
USA,Death rate from diabetes (age standardized),19.02,2002
USA,Death rate from diabetes (age standardized),18.84,2003
USA,Death rate from diabetes (age standardized),18.28,2004
USA,Death rate from diabetes (age standardized),18.05,2005
USA,Death rate from diabetes (age standardized),17.43,2006
USA,Death rate from diabetes (age standardized),16.74,2007
USA,Death rate from diabetes (age standardized),16.23,2008
USA,Death rate from diabetes (age standardized),15.61,2009
USA,Death rate from diabetes (age standardized),14.95,2010
USA,Death rate from diabetes (age standardized),14.35,2011
USA,Death rate from diabetes (age standardized),13.87,2012
USA,Death rate from diabetes (age standardized),13.46,2013
USA,Death rate from diabetes (age standardized),13.27,2014
USA,Death rate from diabetes (age standardized),13.24,2015
USA,Death rate from diabetes (age standardized),13.32,2016
USA,Death rate from diabetes (age standardized),13.35,2017
USA,Death rate from diabetes (age standardized),13.54,2018
USA,Death rate from diabetes (age standardized),13.69,2019
VIR,Death rate from diabetes (age standardized),43.53,1990
VIR,Death rate from diabetes (age standardized),43.67,1991
VIR,Death rate from diabetes (age standardized),44.23,1992
VIR,Death rate from diabetes (age standardized),45.02,1993
VIR,Death rate from diabetes (age standardized),46.18,1994
VIR,Death rate from diabetes (age standardized),45.82,1995
VIR,Death rate from diabetes (age standardized),45.6,1996
VIR,Death rate from diabetes (age standardized),44.49,1997
VIR,Death rate from diabetes (age standardized),43.65,1998
VIR,Death rate from diabetes (age standardized),43.48,1999
VIR,Death rate from diabetes (age standardized),42.62,2000
VIR,Death rate from diabetes (age standardized),42.19,2001
VIR,Death rate from diabetes (age standardized),41.58,2002
VIR,Death rate from diabetes (age standardized),41.38,2003
VIR,Death rate from diabetes (age standardized),41.4,2004
VIR,Death rate from diabetes (age standardized),41.28,2005
VIR,Death rate from diabetes (age standardized),42.11,2006
VIR,Death rate from diabetes (age standardized),46.65,2007
VIR,Death rate from diabetes (age standardized),46.97,2008
VIR,Death rate from diabetes (age standardized),47.14,2009
VIR,Death rate from diabetes (age standardized),47.43,2010
VIR,Death rate from diabetes (age standardized),47.3,2011
VIR,Death rate from diabetes (age standardized),47.17,2012
VIR,Death rate from diabetes (age standardized),46.78,2013
VIR,Death rate from diabetes (age standardized),46.4,2014
VIR,Death rate from diabetes (age standardized),46.21,2015
VIR,Death rate from diabetes (age standardized),45.32,2016
VIR,Death rate from diabetes (age standardized),45.1,2017
VIR,Death rate from diabetes (age standardized),44.94,2018
VIR,Death rate from diabetes (age standardized),44.74,2019
URY,Death rate from diabetes (age standardized),17.63,1990
URY,Death rate from diabetes (age standardized),17.99,1991
URY,Death rate from diabetes (age standardized),17.33,1992
URY,Death rate from diabetes (age standardized),17.08,1993
URY,Death rate from diabetes (age standardized),16.43,1994
URY,Death rate from diabetes (age standardized),16.31,1995
URY,Death rate from diabetes (age standardized),15.93,1996
URY,Death rate from diabetes (age standardized),15.54,1997
URY,Death rate from diabetes (age standardized),15.83,1998
URY,Death rate from diabetes (age standardized),15.7,1999
URY,Death rate from diabetes (age standardized),15.25,2000
URY,Death rate from diabetes (age standardized),15.05,2001
URY,Death rate from diabetes (age standardized),15.21,2002
URY,Death rate from diabetes (age standardized),15.49,2003
URY,Death rate from diabetes (age standardized),15.57,2004
URY,Death rate from diabetes (age standardized),15.37,2005
URY,Death rate from diabetes (age standardized),15.2,2006
URY,Death rate from diabetes (age standardized),15.93,2007
URY,Death rate from diabetes (age standardized),15.31,2008
URY,Death rate from diabetes (age standardized),15.05,2009
URY,Death rate from diabetes (age standardized),15.08,2010
URY,Death rate from diabetes (age standardized),15.4,2011
URY,Death rate from diabetes (age standardized),15.36,2012
URY,Death rate from diabetes (age standardized),15.25,2013
URY,Death rate from diabetes (age standardized),15.14,2014
URY,Death rate from diabetes (age standardized),15.28,2015
URY,Death rate from diabetes (age standardized),15.27,2016
URY,Death rate from diabetes (age standardized),15.28,2017
URY,Death rate from diabetes (age standardized),15.24,2018
URY,Death rate from diabetes (age standardized),15.25,2019
UZB,Death rate from diabetes (age standardized),9.85,1990
UZB,Death rate from diabetes (age standardized),11.34,1991
UZB,Death rate from diabetes (age standardized),13.24,1992
UZB,Death rate from diabetes (age standardized),15.96,1993
UZB,Death rate from diabetes (age standardized),18.55,1994
UZB,Death rate from diabetes (age standardized),20.28,1995
UZB,Death rate from diabetes (age standardized),21.41,1996
UZB,Death rate from diabetes (age standardized),21.35,1997
UZB,Death rate from diabetes (age standardized),21.66,1998
UZB,Death rate from diabetes (age standardized),22.14,1999
UZB,Death rate from diabetes (age standardized),24.05,2000
UZB,Death rate from diabetes (age standardized),25.17,2001
UZB,Death rate from diabetes (age standardized),27.16,2002
UZB,Death rate from diabetes (age standardized),29.6,2003
UZB,Death rate from diabetes (age standardized),32.08,2004
UZB,Death rate from diabetes (age standardized),34.8,2005
UZB,Death rate from diabetes (age standardized),34.5,2006
UZB,Death rate from diabetes (age standardized),35.07,2007
UZB,Death rate from diabetes (age standardized),36.1,2008
UZB,Death rate from diabetes (age standardized),36.69,2009
UZB,Death rate from diabetes (age standardized),37.75,2010
UZB,Death rate from diabetes (age standardized),39.15,2011
UZB,Death rate from diabetes (age standardized),40.63,2012
UZB,Death rate from diabetes (age standardized),41.03,2013
UZB,Death rate from diabetes (age standardized),41.98,2014
UZB,Death rate from diabetes (age standardized),42.68,2015
UZB,Death rate from diabetes (age standardized),41.97,2016
UZB,Death rate from diabetes (age standardized),40.86,2017
UZB,Death rate from diabetes (age standardized),39.96,2018
UZB,Death rate from diabetes (age standardized),38.59,2019
VUT,Death rate from diabetes (age standardized),45.81,1990
VUT,Death rate from diabetes (age standardized),47.55,1991
VUT,Death rate from diabetes (age standardized),49.18,1992
VUT,Death rate from diabetes (age standardized),50.42,1993
VUT,Death rate from diabetes (age standardized),52.16,1994
VUT,Death rate from diabetes (age standardized),52.3,1995
VUT,Death rate from diabetes (age standardized),53.87,1996
VUT,Death rate from diabetes (age standardized),55.07,1997
VUT,Death rate from diabetes (age standardized),56.21,1998
VUT,Death rate from diabetes (age standardized),57.83,1999
VUT,Death rate from diabetes (age standardized),57.54,2000
VUT,Death rate from diabetes (age standardized),59.82,2001
VUT,Death rate from diabetes (age standardized),59.19,2002
VUT,Death rate from diabetes (age standardized),59.33,2003
VUT,Death rate from diabetes (age standardized),61.42,2004
VUT,Death rate from diabetes (age standardized),65.39,2005
VUT,Death rate from diabetes (age standardized),66.95,2006
VUT,Death rate from diabetes (age standardized),68.99,2007
VUT,Death rate from diabetes (age standardized),70.75,2008
VUT,Death rate from diabetes (age standardized),71.81,2009
VUT,Death rate from diabetes (age standardized),72.95,2010
VUT,Death rate from diabetes (age standardized),75.15,2011
VUT,Death rate from diabetes (age standardized),76.12,2012
VUT,Death rate from diabetes (age standardized),77.15,2013
VUT,Death rate from diabetes (age standardized),77.97,2014
VUT,Death rate from diabetes (age standardized),78.67,2015
VUT,Death rate from diabetes (age standardized),79.38,2016
VUT,Death rate from diabetes (age standardized),79.2,2017
VUT,Death rate from diabetes (age standardized),79.46,2018
VUT,Death rate from diabetes (age standardized),79.6,2019
VEN,Death rate from diabetes (age standardized),33.71,1990
VEN,Death rate from diabetes (age standardized),34.5,1991
VEN,Death rate from diabetes (age standardized),35.25,1992
VEN,Death rate from diabetes (age standardized),35.19,1993
VEN,Death rate from diabetes (age standardized),36.31,1994
VEN,Death rate from diabetes (age standardized),35.43,1995
VEN,Death rate from diabetes (age standardized),33.58,1996
VEN,Death rate from diabetes (age standardized),32.27,1997
VEN,Death rate from diabetes (age standardized),32.59,1998
VEN,Death rate from diabetes (age standardized),33.1,1999
VEN,Death rate from diabetes (age standardized),32.85,2000
VEN,Death rate from diabetes (age standardized),33.13,2001
VEN,Death rate from diabetes (age standardized),34.12,2002
VEN,Death rate from diabetes (age standardized),34.55,2003
VEN,Death rate from diabetes (age standardized),32.33,2004
VEN,Death rate from diabetes (age standardized),32.01,2005
VEN,Death rate from diabetes (age standardized),32.91,2006
VEN,Death rate from diabetes (age standardized),34.0,2007
VEN,Death rate from diabetes (age standardized),35.37,2008
VEN,Death rate from diabetes (age standardized),35.48,2009
VEN,Death rate from diabetes (age standardized),33.89,2010
VEN,Death rate from diabetes (age standardized),34.29,2011
VEN,Death rate from diabetes (age standardized),35.26,2012
VEN,Death rate from diabetes (age standardized),34.9,2013
VEN,Death rate from diabetes (age standardized),35.32,2014
VEN,Death rate from diabetes (age standardized),35.42,2015
VEN,Death rate from diabetes (age standardized),36.09,2016
VEN,Death rate from diabetes (age standardized),36.41,2017
VEN,Death rate from diabetes (age standardized),36.72,2018
VEN,Death rate from diabetes (age standardized),38.55,2019
VNM,Death rate from diabetes (age standardized),33.36,1990
VNM,Death rate from diabetes (age standardized),32.94,1991
VNM,Death rate from diabetes (age standardized),32.51,1992
VNM,Death rate from diabetes (age standardized),32.07,1993
VNM,Death rate from diabetes (age standardized),31.65,1994
VNM,Death rate from diabetes (age standardized),31.31,1995
VNM,Death rate from diabetes (age standardized),30.94,1996
VNM,Death rate from diabetes (age standardized),30.61,1997
VNM,Death rate from diabetes (age standardized),30.27,1998
VNM,Death rate from diabetes (age standardized),29.92,1999
VNM,Death rate from diabetes (age standardized),29.76,2000
VNM,Death rate from diabetes (age standardized),29.9,2001
VNM,Death rate from diabetes (age standardized),30.06,2002
VNM,Death rate from diabetes (age standardized),30.36,2003
VNM,Death rate from diabetes (age standardized),30.64,2004
VNM,Death rate from diabetes (age standardized),30.95,2005
VNM,Death rate from diabetes (age standardized),31.2,2006
VNM,Death rate from diabetes (age standardized),31.57,2007
VNM,Death rate from diabetes (age standardized),31.93,2008
VNM,Death rate from diabetes (age standardized),32.2,2009
VNM,Death rate from diabetes (age standardized),32.49,2010
VNM,Death rate from diabetes (age standardized),33.02,2011
VNM,Death rate from diabetes (age standardized),33.56,2012
VNM,Death rate from diabetes (age standardized),34.09,2013
VNM,Death rate from diabetes (age standardized),34.72,2014
VNM,Death rate from diabetes (age standardized),35.23,2015
VNM,Death rate from diabetes (age standardized),35.73,2016
VNM,Death rate from diabetes (age standardized),35.93,2017
VNM,Death rate from diabetes (age standardized),36.22,2018
VNM,Death rate from diabetes (age standardized),36.39,2019
,Death rate from diabetes (age standardized),8.65,1990
,Death rate from diabetes (age standardized),8.52,1991
,Death rate from diabetes (age standardized),8.42,1992
,Death rate from diabetes (age standardized),8.08,1993
,Death rate from diabetes (age standardized),7.74,1994
,Death rate from diabetes (age standardized),7.71,1995
,Death rate from diabetes (age standardized),7.52,1996
,Death rate from diabetes (age standardized),7.39,1997
,Death rate from diabetes (age standardized),7.34,1998
,Death rate from diabetes (age standardized),7.33,1999
,Death rate from diabetes (age standardized),7.08,2000
,Death rate from diabetes (age standardized),6.99,2001
,Death rate from diabetes (age standardized),6.91,2002
,Death rate from diabetes (age standardized),6.78,2003
,Death rate from diabetes (age standardized),6.5,2004
,Death rate from diabetes (age standardized),6.17,2005
,Death rate from diabetes (age standardized),5.81,2006
,Death rate from diabetes (age standardized),5.58,2007
,Death rate from diabetes (age standardized),5.4,2008
,Death rate from diabetes (age standardized),5.11,2009
,Death rate from diabetes (age standardized),4.9,2010
,Death rate from diabetes (age standardized),4.75,2011
,Death rate from diabetes (age standardized),4.66,2012
,Death rate from diabetes (age standardized),4.59,2013
,Death rate from diabetes (age standardized),4.45,2014
,Death rate from diabetes (age standardized),4.44,2015
,Death rate from diabetes (age standardized),4.4,2016
,Death rate from diabetes (age standardized),4.38,2017
,Death rate from diabetes (age standardized),4.45,2018
,Death rate from diabetes (age standardized),4.51,2019
,Death rate from diabetes (age standardized),11.75,1990
,Death rate from diabetes (age standardized),11.58,1991
,Death rate from diabetes (age standardized),11.57,1992
,Death rate from diabetes (age standardized),11.6,1993
,Death rate from diabetes (age standardized),11.59,1994
,Death rate from diabetes (age standardized),11.56,1995
,Death rate from diabetes (age standardized),11.6,1996
,Death rate from diabetes (age standardized),11.59,1997
,Death rate from diabetes (age standardized),11.69,1998
,Death rate from diabetes (age standardized),11.87,1999
,Death rate from diabetes (age standardized),11.99,2000
,Death rate from diabetes (age standardized),12.12,2001
,Death rate from diabetes (age standardized),12.32,2002
,Death rate from diabetes (age standardized),12.41,2003
,Death rate from diabetes (age standardized),12.51,2004
,Death rate from diabetes (age standardized),12.52,2005
,Death rate from diabetes (age standardized),11.94,2006
,Death rate from diabetes (age standardized),11.56,2007
,Death rate from diabetes (age standardized),11.35,2008
,Death rate from diabetes (age standardized),11.22,2009
,Death rate from diabetes (age standardized),11.16,2010
,Death rate from diabetes (age standardized),11.08,2011
,Death rate from diabetes (age standardized),10.94,2012
,Death rate from diabetes (age standardized),10.83,2013
,Death rate from diabetes (age standardized),10.82,2014
,Death rate from diabetes (age standardized),10.77,2015
,Death rate from diabetes (age standardized),10.83,2016
,Death rate from diabetes (age standardized),10.83,2017
,Death rate from diabetes (age standardized),10.84,2018
,Death rate from diabetes (age standardized),10.86,2019
OWID_WRL,Death rate from diabetes (age standardized),17.92,1990
OWID_WRL,Death rate from diabetes (age standardized),17.98,1991
OWID_WRL,Death rate from diabetes (age standardized),18.15,1992
OWID_WRL,Death rate from diabetes (age standardized),18.4,1993
OWID_WRL,Death rate from diabetes (age standardized),18.55,1994
OWID_WRL,Death rate from diabetes (age standardized),18.67,1995
OWID_WRL,Death rate from diabetes (age standardized),18.84,1996
OWID_WRL,Death rate from diabetes (age standardized),19.06,1997
OWID_WRL,Death rate from diabetes (age standardized),19.21,1998
OWID_WRL,Death rate from diabetes (age standardized),19.32,1999
OWID_WRL,Death rate from diabetes (age standardized),19.42,2000
OWID_WRL,Death rate from diabetes (age standardized),19.56,2001
OWID_WRL,Death rate from diabetes (age standardized),19.82,2002
OWID_WRL,Death rate from diabetes (age standardized),19.93,2003
OWID_WRL,Death rate from diabetes (age standardized),19.75,2004
OWID_WRL,Death rate from diabetes (age standardized),19.85,2005
OWID_WRL,Death rate from diabetes (age standardized),19.68,2006
OWID_WRL,Death rate from diabetes (age standardized),19.52,2007
OWID_WRL,Death rate from diabetes (age standardized),19.48,2008
OWID_WRL,Death rate from diabetes (age standardized),19.26,2009
OWID_WRL,Death rate from diabetes (age standardized),19.1,2010
OWID_WRL,Death rate from diabetes (age standardized),19.05,2011
OWID_WRL,Death rate from diabetes (age standardized),19.08,2012
OWID_WRL,Death rate from diabetes (age standardized),19.14,2013
OWID_WRL,Death rate from diabetes (age standardized),19.22,2014
OWID_WRL,Death rate from diabetes (age standardized),19.3,2015
OWID_WRL,Death rate from diabetes (age standardized),19.37,2016
OWID_WRL,Death rate from diabetes (age standardized),19.36,2017
OWID_WRL,Death rate from diabetes (age standardized),19.42,2018
OWID_WRL,Death rate from diabetes (age standardized),19.47,2019
,Death rate from diabetes (age standardized),13.68,1990
,Death rate from diabetes (age standardized),13.75,1991
,Death rate from diabetes (age standardized),13.76,1992
,Death rate from diabetes (age standardized),13.93,1993
,Death rate from diabetes (age standardized),13.95,1994
,Death rate from diabetes (age standardized),14.01,1995
,Death rate from diabetes (age standardized),13.98,1996
,Death rate from diabetes (age standardized),13.88,1997
,Death rate from diabetes (age standardized),13.94,1998
,Death rate from diabetes (age standardized),14.05,1999
,Death rate from diabetes (age standardized),13.97,2000
,Death rate from diabetes (age standardized),13.92,2001
,Death rate from diabetes (age standardized),13.9,2002
,Death rate from diabetes (age standardized),13.83,2003
,Death rate from diabetes (age standardized),13.4,2004
,Death rate from diabetes (age standardized),13.17,2005
,Death rate from diabetes (age standardized),12.73,2006
,Death rate from diabetes (age standardized),12.37,2007
,Death rate from diabetes (age standardized),12.02,2008
,Death rate from diabetes (age standardized),11.64,2009
,Death rate from diabetes (age standardized),11.23,2010
,Death rate from diabetes (age standardized),10.93,2011
,Death rate from diabetes (age standardized),10.66,2012
,Death rate from diabetes (age standardized),10.38,2013
,Death rate from diabetes (age standardized),10.16,2014
,Death rate from diabetes (age standardized),10.16,2015
,Death rate from diabetes (age standardized),10.09,2016
,Death rate from diabetes (age standardized),10.11,2017
,Death rate from diabetes (age standardized),10.21,2018
,Death rate from diabetes (age standardized),10.29,2019
,Death rate from diabetes (age standardized),36.4,1990
,Death rate from diabetes (age standardized),36.25,1991
,Death rate from diabetes (age standardized),36.2,1992
,Death rate from diabetes (age standardized),36.11,1993
,Death rate from diabetes (age standardized),36.02,1994
,Death rate from diabetes (age standardized),36.17,1995
,Death rate from diabetes (age standardized),36.29,1996
,Death rate from diabetes (age standardized),36.3,1997
,Death rate from diabetes (age standardized),36.53,1998
,Death rate from diabetes (age standardized),36.52,1999
,Death rate from diabetes (age standardized),36.48,2000
,Death rate from diabetes (age standardized),36.34,2001
,Death rate from diabetes (age standardized),36.28,2002
,Death rate from diabetes (age standardized),36.25,2003
,Death rate from diabetes (age standardized),36.18,2004
,Death rate from diabetes (age standardized),35.96,2005
,Death rate from diabetes (age standardized),35.77,2006
,Death rate from diabetes (age standardized),35.51,2007
,Death rate from diabetes (age standardized),35.43,2008
,Death rate from diabetes (age standardized),35.37,2009
,Death rate from diabetes (age standardized),35.27,2010
,Death rate from diabetes (age standardized),35.28,2011
,Death rate from diabetes (age standardized),35.24,2012
,Death rate from diabetes (age standardized),35.18,2013
,Death rate from diabetes (age standardized),35.02,2014
,Death rate from diabetes (age standardized),34.89,2015
,Death rate from diabetes (age standardized),34.79,2016
,Death rate from diabetes (age standardized),34.66,2017
,Death rate from diabetes (age standardized),34.76,2018
,Death rate from diabetes (age standardized),34.72,2019
,Death rate from diabetes (age standardized),24.62,1990
,Death rate from diabetes (age standardized),24.87,1991
,Death rate from diabetes (age standardized),25.28,1992
,Death rate from diabetes (age standardized),25.62,1993
,Death rate from diabetes (age standardized),25.97,1994
,Death rate from diabetes (age standardized),26.27,1995
,Death rate from diabetes (age standardized),26.85,1996
,Death rate from diabetes (age standardized),27.82,1997
,Death rate from diabetes (age standardized),28.37,1998
,Death rate from diabetes (age standardized),28.42,1999
,Death rate from diabetes (age standardized),28.97,2000
,Death rate from diabetes (age standardized),29.61,2001
,Death rate from diabetes (age standardized),30.21,2002
,Death rate from diabetes (age standardized),30.41,2003
,Death rate from diabetes (age standardized),30.16,2004
,Death rate from diabetes (age standardized),30.78,2005
,Death rate from diabetes (age standardized),31.35,2006
,Death rate from diabetes (age standardized),31.6,2007
,Death rate from diabetes (age standardized),31.86,2008
,Death rate from diabetes (age standardized),31.23,2009
,Death rate from diabetes (age standardized),30.9,2010
,Death rate from diabetes (age standardized),31.1,2011
,Death rate from diabetes (age standardized),31.58,2012
,Death rate from diabetes (age standardized),32.23,2013
,Death rate from diabetes (age standardized),32.63,2014
,Death rate from diabetes (age standardized),32.6,2015
,Death rate from diabetes (age standardized),32.53,2016
,Death rate from diabetes (age standardized),32.46,2017
,Death rate from diabetes (age standardized),32.82,2018
,Death rate from diabetes (age standardized),32.82,2019
,Death rate from diabetes (age standardized),15.4,1990
,Death rate from diabetes (age standardized),15.33,1991
,Death rate from diabetes (age standardized),15.5,1992
,Death rate from diabetes (age standardized),15.77,1993
,Death rate from diabetes (age standardized),15.94,1994
,Death rate from diabetes (age standardized),16.01,1995
,Death rate from diabetes (age standardized),16.11,1996
,Death rate from diabetes (age standardized),16.15,1997
,Death rate from diabetes (age standardized),16.15,1998
,Death rate from diabetes (age standardized),16.26,1999
,Death rate from diabetes (age standardized),16.29,2000
,Death rate from diabetes (age standardized),16.32,2001
,Death rate from diabetes (age standardized),16.66,2002
,Death rate from diabetes (age standardized),16.85,2003
,Death rate from diabetes (age standardized),16.93,2004
,Death rate from diabetes (age standardized),16.97,2005
,Death rate from diabetes (age standardized),16.57,2006
,Death rate from diabetes (age standardized),16.28,2007
,Death rate from diabetes (age standardized),16.28,2008
,Death rate from diabetes (age standardized),16.33,2009
,Death rate from diabetes (age standardized),16.34,2010
,Death rate from diabetes (age standardized),16.18,2011
,Death rate from diabetes (age standardized),16.03,2012
,Death rate from diabetes (age standardized),16.08,2013
,Death rate from diabetes (age standardized),16.21,2014
,Death rate from diabetes (age standardized),16.26,2015
,Death rate from diabetes (age standardized),16.4,2016
,Death rate from diabetes (age standardized),16.35,2017
,Death rate from diabetes (age standardized),16.13,2018
,Death rate from diabetes (age standardized),16.08,2019
YEM,Death rate from diabetes (age standardized),13.01,1990
YEM,Death rate from diabetes (age standardized),12.85,1991
YEM,Death rate from diabetes (age standardized),12.72,1992
YEM,Death rate from diabetes (age standardized),12.59,1993
YEM,Death rate from diabetes (age standardized),12.48,1994
YEM,Death rate from diabetes (age standardized),12.41,1995
YEM,Death rate from diabetes (age standardized),12.31,1996
YEM,Death rate from diabetes (age standardized),12.22,1997
YEM,Death rate from diabetes (age standardized),12.09,1998
YEM,Death rate from diabetes (age standardized),12.08,1999
YEM,Death rate from diabetes (age standardized),12.25,2000
YEM,Death rate from diabetes (age standardized),12.49,2001
YEM,Death rate from diabetes (age standardized),12.81,2002
YEM,Death rate from diabetes (age standardized),12.99,2003
YEM,Death rate from diabetes (age standardized),13.17,2004
YEM,Death rate from diabetes (age standardized),13.32,2005
YEM,Death rate from diabetes (age standardized),13.53,2006
YEM,Death rate from diabetes (age standardized),13.67,2007
YEM,Death rate from diabetes (age standardized),13.87,2008
YEM,Death rate from diabetes (age standardized),13.91,2009
YEM,Death rate from diabetes (age standardized),13.91,2010
YEM,Death rate from diabetes (age standardized),14.08,2011
YEM,Death rate from diabetes (age standardized),14.19,2012
YEM,Death rate from diabetes (age standardized),14.35,2013
YEM,Death rate from diabetes (age standardized),14.47,2014
YEM,Death rate from diabetes (age standardized),14.66,2015
YEM,Death rate from diabetes (age standardized),14.84,2016
YEM,Death rate from diabetes (age standardized),14.99,2017
YEM,Death rate from diabetes (age standardized),15.19,2018
YEM,Death rate from diabetes (age standardized),15.32,2019
ZMB,Death rate from diabetes (age standardized),44.49,1990
ZMB,Death rate from diabetes (age standardized),45.8,1991
ZMB,Death rate from diabetes (age standardized),46.71,1992
ZMB,Death rate from diabetes (age standardized),47.46,1993
ZMB,Death rate from diabetes (age standardized),48.47,1994
ZMB,Death rate from diabetes (age standardized),49.63,1995
ZMB,Death rate from diabetes (age standardized),50.67,1996
